Id,Item,DOI,Year,Publication,Abstract,Full_Text_File,Caroline Staub,Jennifer Cisse,Reconciled,Reconciliation Notes
84888090536,Evaluation of climate adaptation options for Sudano-Sahelian cropping systems,10.1016/j.fcr.2013.10.014,2014,Field Crops Research,"In the Sudano-Sahelian region, smallholder agricultural production is dominated by rain-fed production of millet, sorghum and maize for food consumption and of cotton for the market. A major constraint for crop production is the amount of rainfall and its intra and inter-annual variability. We evaluated the effects of planting date on the yield of different varieties of four major crops (maize, millet, sorghum and cotton) over three contrasting growing seasons in 2009–2011 (with 842mm, 1248mm and 685mm of rainfall respectively) with the aim of identifying climate adaptation options in the Sudano-Sahelian region. Three planting dates (early, medium, and late) and three varieties of long, medium, and short duration of each crop were compared. For fertilized cereal crops, maize out yielded millet and sorghum by respectively 57% and 45% across the three seasons. Analysis of 40 years of weather data indicates that this finding holds for the longer time periods than the length of this trial. Late planting resulted in significant yield decreases for maize, sorghum and cotton, but not for millet. However, a short duration variety of millet was better adapted for late planting. When the rainy season starts late, sorghum planting can be delayed from the beginning of June to early July without substantial reductions in grain yield. Cotton yield at early planting was 28% larger than yield at medium planting and late planting gave the lowest yield with all three varieties. For all four crops the largest stover yields were obtained with early planting and the longer planting was delayed, the less stover was produced. There was an interaction between planting date and variety for millet and sorghum, while for maize and cotton the best planting date was more affected by the weather conditions. The findings of this study can support simple adaptation decisions: priority should be given to planting cotton early; maize is the best option if fertilizer is available; planting of maize and sorghum can be delayed by up to a month without strong yield penalties; and millet should be planted last.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.fcr.2013.10.014.pdf,,,,
84919727282,Examining agricultural land-use/cover change options in rural Northern Ghana: A participatory scenario exploration exercise approach,10.18848/2329-1621/cgp/v08i02/15-35,2014,International Journal of Interdisciplinary Environmental Studies,"In sub-Saharan Africa, studies on land-use/cover change have focused more on transformation from forest or woodland to other types of land-use/cover. Few studies have addressed the dynamics in agricultural landscapes which could accompany impacts on the environment. This paper identified potential drivers of agricultural land-use/cover via household surveys and interviews of stakeholders, as well as information gathered from literature. Identified drivers were used to develop descriptive scenarios (what-if questions) that were presented to farmers during participatory scenario exploration exercises. The scenarios were used to view the farmers' agricultural land-use/cover options under changing climatic and socio-economic conditions. The parameters used include climate change resulting from rainfall, and socioeconomic variables like availability of finance, access to fertiliser and change in the price of seeds. The agricultural land-use change options identified includes maize, soy-bean, potatoes, etc. Rainfall availability, tradition and land suitability influences farmers' agricultural land-use change options. We observed that climate change (rainfall)-related scenarios may influence the replacement of crop(s) from agricultural land (agricultural-land-conversion) while socioeconomic scenarios may influence the incorporation of crop(s) to an existing agricultural land (agricultural-land-modification). Farmers may change their agricultural land-use/cover under certain conditions/stressors and this might have accompanied environmental impact. In this part of the world, in-depth and well documented impacts of agricultural land-use/cover on the environment are scant. Therefore, to effectively relate policy in this direction, it will be necessary to investigate more on the likely environmental trade-offs associated with diverse agricultural land-use/covers. In addition, minimising the associated trade-offs should be our priority.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.18848_2329-1621_cgp_v08i02_15-35.html,,,,
84883453857,Limits and barriers to adaptation to climate variability and change in Bangladeshi coastal fishing communities,10.1016/j.marpol.2013.06.007,2014,Marine Policy,"Limits and barriers to adaptation restrict people’s ability to address the negative impacts of climate change or manage risks in a way that maximises their wellbeing. There is a lack of evidence of this on small-scale fishing communities in developing countries. This study identifies and characterises limits and barriers to adaptation of fishing activities to cyclones and examines interactions between them in two fishing communities in Bangladesh, using household questionnaires, oral history interviews, vulnerability matrices and focus group discussions. The limits include physical characteristics of climate and sea like higher frequency and duration of cyclones, and hidden sandbars. Barriers include technologically poor boats, inaccurate weather forecast, poor radio signal, lack of access to credit, low incomes, underestimation of cyclone occurrence, coercion of fishermen by the boat owners and captains, lack of education, skills and livelihood alternatives, unfavourable credit schemes, lack of enforcement of fishing regulations and maritime laws, and lack of access to fish markets. These local and wider scale factors interact in complex ways and constrain completion of fishing trips, coping with cyclones at sea, safe return of boats from sea, timely responses to cyclones and livelihood diversification. The findings indicate a need for further detailed research into the determinants and implications of such limits and barriers, in order to move towards an improved characterisation of adaptation and to identify most suitable means to overcome the limits and barriers.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.marpol.2013.06.007.html,,,,
84975505010,"Adapting to the impacts of climate change in the sub-humid zone of Burkina Faso, West Africa: Perceptions of agro-pastoralists",10.1186/s13570-015-0034-9,2015,Pastoralism,"This study examined the impact of climate change on pastoral livestock in Boulgou Province located in the sub-humid zone of Burkina Faso. We analysed the annual rainfall and temperature data from 1980 to 2012 using both Mann-Kendall’s statistical test to show the long-term annual trends and Standardised Anomaly Index (SAI) to evaluate inter-annual rainfall fluctuations. We also conducted household interviews with 248 respondents to analyse agro-pastoralists’ perceptions of climate change and variability, its impacts on livestock production and their acceptance of adaptation measures. A binary regression model was employed to identify the most important factors affecting agro-pastoralists’ decisions to adopt specific adaptation measures. Within the period of study, the annual rainfall showed an upward trend, with high inter-annual variability and 818.9 mm of mean annual rainfall. Additionally, the annual minimum and maximum temperatures showed a statistically significant upward trend, with a rate of change of 0.20 °C and 0.27 °C per decade. The results of the household interviews indicated that most of the respondents (73.4 %) observed temperature changes compared with rainfall amount (1.2 %). To adapt to these changes, they have already adopted some adaptation measures that include the use of crop residue and herd destocking. Other less popular but innovative adaptation measures such as haymaking and use of concentrate livestock feeds could be promoted effectively under a comprehensive climate change adaptation action plan within a reviewed National Policy for Sustainable Livestock Development. This case study is one of the platforms through which poor agro-pastoralists’ perception and recommendations can be accommodated in this proposed multi-stakeholder policy review.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1186_s13570-015-0034-9.pdf,,,,
84945531026,Combining participatory approaches and an agent-based model for better planning shrimp aquaculture,10.1016/j.agsy.2015.10.006,2015,Agricultural Systems,"In the Mekong Delta coastal zone, decision makers must weigh trade-offs between sustaining the shrimp sector and thus ensuring economic development, while also promoting sustainable, environmentally friendly practices and planning for climate change adaptation. This study investigates future scenarios for development of shrimp aquaculture using a spatially explicit, agent-based model (ABM) simulating farmers' production system choices. A role playing game (RPG) with farmers was used to calibrate and validate the model. Four scenarios, representing different visions of aquaculture in the next 15years, were elaborated with decision makers before discussing the different outputs of the model. Iterative consultation with farmers helped to fine-tune the model and identify key parameters and drivers in farmers' decision-making. The recursive process allowed us to construct a model that validly represents reality. Participants stated that use of the RPG improved their insight for planning. Results of the scenarios indicate that (i) intensification of production is unsustainable, (ii) market-based incentives are too limited to stimulate development of an integrated mangrove–shrimp production system and (iii) climate change will cause rapid decline of production in the absence of adaptation measures. RPG appeared to be a valuable method for formalizing local farmers' knowledge and integrating it into the planning approaches used by decision makers. The ABM, thus, can also be considered a medium or communication tool facilitating knowledge-sharing between farmers and decision makers.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.agsy.2015.10.006.pdf,,,,
84929327769,"Farmers' perceptions of and adaptation strategies to climate change and their determinants: The case of Punjab province, Pakistan",10.5194/esd-6-225-2015,2015,Earth System Dynamics,"Abstract. Climate change is a global environmental threat to all economic sectors, particularly the agricultural sector. Pakistan is one of the countries negatively affected by climate change due to its high exposure to extreme events and low adaptive capacity. In Pakistan, farmers are the primary stakeholders in agriculture and are more at risk due to climate vulnerability. Based on farm household data from 450 households collected from three districts in three agroecological zones in the Punjab province of Pakistan, this study examines how farmers perceive climate change and how they adapt their farming in response to perceived changes in climate. The results demonstrate that awareness of climate change is widespread throughout the area, and farm households make adjustments to adapt their agriculture in response to climatic change. Overall 58% of the farm households adapted their farming to climate change. Changing crop varieties, changing planting dates, planting of shade trees and changing fertilizers were the main adaptation methods implemented by farm households in the study area. The results from the binary logistic model reveal that education, farm experience, household size, land area, tenancy status, ownership of a tube well, access to market information, information on weather forecasting and agricultural extension services all influence farmers' choices of adaptation measures. The results also indicate that adaptation to climate change is constrained by several factors such as lack of information, lack of money, resource constraints and shortage of irrigation water in the study area. Findings of the study suggest the need for greater investment in farmer education and improved institutional setup for climate change adaptation to improve farmers' wellbeing.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.5194_esd-6-225-2015.html,,,,
84930180985,"Improving crop production for food security and improved livelihoods on the East India Plateau II. Crop options, alternative cropping systems and capacity building",10.1016/j.agsy.2015.02.011,2015,Agricultural Systems,"Rainfed transplanted rice (Oryza sativa) is the staple crop of the East India Plateau, with >80% grown in a rice-fallow on terraced and bunded hill-slopes (‘medium-upland’) where it is low yielding and drought-prone despite high rainfall (>1200 mm). Paper I attributed this to inadequate ponding for transplanted rice whilst identifying the potential for risk-free alternative kharif (monsoon period) crops, including direct-seeded rice grown without ponding (‘aerobic’ rice), and for second-cropping with little or no irrigation. Paper II reports research with Tribal smallholders in Purulia District, West Bengal that aimed to evaluate these cropping options using a participatory process that further aimed to ‘improve the situation’ of participating families. The feasibility of short-duration aerobic rice was confirmed experimentally in 2007 and 2008 and in wider adoption by farmers in 2010 when conventional rice could not be transplanted. Best yields in each year were >4 t ha−1. Mustard (Brassica juncea) and wheat (Triticum aestivum) planted after medium-duration rice yielded up to 0.95 t ha−1 and 2.6 t ha−1 with one irrigation of 40–50 mm for establishment; but modelling suggests there is enough residual soil water after short-duration (early-maturing) rice to exceed these yields in most years, even without irrigation. Significant P-fertiliser was required with these crops to correct acute deficiency. Rainfed vegetables were grown in the kharif and then adapted by farmers to pre-kharif cropping, and to the rabi (winter) if they had some access to irrigation. Monitoring land-use revealed rapid, sustained adoption of more diverse and intensive cropping, with significant social and economic benefits. We attributed adoption to the participatory process used, that strengthened farmer's capacity to innovate. The systems implemented by farmers needed no expenditure on new water resources, suggesting that comprehensive watershed development (WSD) is not a prerequisite to replacing the rigid rice-fallow with safer climate-responsive systems, although investment in small water harvesting structures may be needed for rabi vegetable crops. The technology evaluated, plus the process of intervention that built capacity, together provide a foundation for wider adoption of less risky cropping systems with greater water productivity.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.agsy.2015.02.011.pdf,,,,
84930182506,Improving crop production for food security and improved livelihoods on the East India Plateau. I. Rainfall-related risks with rice and opportunities for improved cropping systems,10.1016/j.agsy.2015.01.008,2015,Agricultural Systems,"Rainfed transplanted rice (Oryza sativa) is the staple crop of the East India Plateau (EIP), where it is low yielding and drought-prone despite high annual rainfall (>1200 mm). Although grown traditionally on lowlands associated with drainage lines, population pressure has forced rice onto terraced slopes (medium-uplands) that now comprise >80% of the rice area, and the only rice land for many families. Crop monitoring, soil water measurement and soil water-balance modelling in Pogro watershed (West Bengal) were used to explore rainfall-related risks associated with rice-fallow on medium-upland and to examine opportunities for using rainfall more effectively. The analysis was extended to three more EIP locations by using the model with long-term rainfall. Rice depends on sustained ponding for transplanting and good yields, but in Pogro, failure to meet this condition on medium-uplands led to delayed or failed transplanting and/or periodic or premature draining of fields in five years from 2005 to 2011. Modelled ponding duration was more variable than rainfall. Most farmers have adapted to variable ponding by growing medium-duration varieties on medium-uplands, rather than the longer types grown in lowlands. However, the average ponding duration of 65 days over all four locations was well short of the ~90 days required. Even shorter-duration varieties would provide only a partial solution as ponding was 30 mm available soil water). Duration of available soil water was the least variable measure of water security, confirming that perceptions of ‘drought’ arise from experience with transplanted rice that depends on ponding. We conclude that ‘aerobic’ (un-puddled) rice culture on medium-uplands should provide food security from this staple crop. Modelling identified opportunities to intensify and diversify cropping systems with manageable climate risk, even without WSD, by opportunistically using residual water after rice, shorter-duration varieties to maximise residual water, and minimal supplementary irrigation from shallow groundwater that apparently is recharged every year. The suggested developments have implications for river basin hydrology and WSD that require research and a reappraisal of policy.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.agsy.2015.01.008.pdf,,,,
84938630319,Evidence and perceptions of rainfall change in Malawi: Do maize cultivar choices enhance climate change adaptation in sub-Saharan Africa?,10.1007/s10113-015-0842-x,2016,Regional Environmental Change,"Getting farmers to adopt new cultivars with greater tolerance for coping with climatic extremes and variability is considered as one way of adapting agricultural production to climate change. However, for successful adaptation to occur, an accurate recognition and understanding of the climate signal by key stakeholders (farmers, seed suppliers and agricultural extension services) is an essential precursor. This paper presents evidence based on fieldwork with smallholder maize producers and national seed network stakeholders in Malawi from 2010 to 2011, assessing understandings of rainfall changes and decision-making about maize cultivar choices. Our findings show that preferences for short-season maize cultivars are increasing based on perceptions that season lengths are growing shorter due to climate change and the assumption that growing shorter-season crops represents a good strategy for adapting to drought. However, meteorological records for the two study areas present no evidence for shortening seasons (or any significant change to rainfall characteristics), suggesting that short-season cultivars may not be the most suitable adaptation option for these areas. This demonstrates the dangers of oversimplified climate information in guiding changes in farmer decision-making about cultivar choice.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1007_s10113-015-0842-x.pdf,,,,
84956641998,Farmers coping strategies for climate shock: Is it differentiated by gender?,10.1016/j.jrurstud.2016.01.001,2016,Journal of Rural Studies,"Several studies have recognized that the agriculture sector is one of the major contributor to climate change, as well as largely affected adversely by climate change. Agricultural productivity is known to be sensitive to climate change induced effects and it has impact on livelihood of families linked with farming. Thus it is important to understand what are the existing coping strategies that farmer deploy in case of climate shocks like flood and drought and who is involved in making decision relating to these coping strategies. This paper uses the household level data of 641 households from 12 randomly selected villages in Vaishali district of Bihar to understand the household coping mechanisms with emphasis on role of gender. This study has moved away from the conventional division of households by male and female-headed households and thus capturing the intra-household gender dynamics by understanding the role of men and women within the household as decision makers of the coping strategy to manage climate shock. The study uses a multivariate probit model and the results suggest that there is a higher probability that the male farmers will make the decision on choice of the coping strategy. The most prominent coping mechanism is to find alternative employment in urban locations; however, when consumption levels have to be reduced because of climate shock, all family members then contribute to the decision-making process collectively. The results show that exposure to agriculture extension and training programs have a positive influence on choosing appropriate coping mechanisms, but female farmers have poor access to these resources. These policies should look into providing outreach to both male and female farmers in any given locality.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.jrurstud.2016.01.001.pdf,,,,
84969850146,Introduction technology of Cropping Calendar-Information System (CC-IS) for rice farming as a climate change adaptation in Indonesia,10.18517/ijaseit.6.1.659,2016,International Journal on Advanced Science Engineering and Information Technology,"Challenges in food production in the future are becoming more complex. Factors affect food production includes climate variability and climate change. To adapt the impact of climate change, Indonesia Agricultural Research and Development has designed a Crop Calendar-Information System. This technology contains recommendation on planting time, cropping patterns, and adaptive technology with Integrated-web-based according to climate prediction and season-to-date. Although it has been launched officially since 2011, the uses as consider for farming in sub-districts are remain low. This paper aims to present the process of designing the CCIS, the dissemination activities, and process of getting feedback to improve the CCIS implementation. Survey was done using a mail survey in 33 provinces for a year during January-December 2014. The data was collected three times for a year covered 32 provinces. The data collected consist of primary and secondary data.. Observations were carried out to determine the role of CCIS provider. Methods of data analysis use descriptive qualitative method through tabulation, data summary, data reduction, data display, then conclusion and verification. Result shows that on average, there was 10 socialization held in 10 sub-districts with 200 extension officers attend the session. The most common dissemination methods use printed media and direct communication (70-88%) and the least use visual communication-radio/television (12%) and field demonstration (6%). Furthermore, feedback of the CCIS dissemination shows that hardly any sites implement the CCIS recommendation because of unavailability of recommended variety and water availability (43,25%), whereas 52,75% said that the recommendation was less suitable with their condition and less frequency in doing socialization. According to the validation activities done in 16 provinces, the suitability of planting time vary compared to the actual planting time. In rainy season (MH), 37.5% of the sample district had the accurate prediction range from 64% up to 90%. Although the technology is widely spread, it still needed effort to ensure farmers and local stakeholders to use the CCIS as a recommendation technology to minimize the impact of the climate change.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.18517_ijaseit.6.1.659.html,,,,
84964240193,"Migration and Self-Protection Against Climate Change: A Case Study of Samburu County, Kenya",10.1016/j.worlddev.2016.04.002,2016,World Development,"Climate change will affect the livelihoods of pastoralists in arid and semi-arid lands. Using data on agro-pastoral households from northern Kenya, we explore whether migration of household members enhances adoption of agricultural innovations that aim to provide protection against weather shocks. Specifically, we seek to test whether migration and adaptation are complementary mechanisms to protect the household against adverse shocks, or whether they are substitutes. Do remittances relax capital constraints and facilitate the uptake of adaptive measures, or do they render adaptation superfluous? Our data provide suggestive evidence that remittances from migrant household members may relax capital constraints, and that remittances are an important mechanism linking migration to adoption, enabling the uptake of new technologies that involve change in activities or high costs. Specifically, migrant households adopt more adaptive measures (promoting self-protection), and we document some support for the hypothesis that this is especially the case for high-cost adaptations such as the purchasing of drought tolerant livestock. These findings suggest that migration and local innovation are complementary rather than substitutive mechanisms of self-protection for pastoral households in the semi-arid lands of northern Kenya. Households who have at least one member who has migrated are able to overcome barriers to employ high-cost agricultural innovations–through using remittances received—thus enhancing their self-protection against climate change related shocks.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.worlddev.2016.04.002.pdf,,,,
84965124658,Strategies of smallholder farmers for coping with the impacts of cyclones: A case study from Madagascar,10.1016/j.ijdrr.2016.04.013,2016,International Journal of Disaster Risk Reduction,"In many tropical countries, smallholder farmers are highly vulnerable to cyclones and experience significant crop losses, food insecurity and income loss when cyclones hit. Madagascar has one of the highest rates of cyclones globally and a population comprised primarily of smallholder farmers, yet there is little information on how Malagasy smallholder farmers prepare for and cope with the cyclones. We conducted interviews with 200 Malagasy smallholder farmers following the impacts of cyclone Giovanna (a category 4 cyclone that struck in February 2012) to understand how farmers prepared for the cyclone, how the cyclone impacted their livelihoods and what strategies farmers used to deal with these impacts. Most farmers prepared for the cyclone by storing clean water; some also secured their buildings and stored food and seeds. Cyclone Giovanna caused substantial damage to crops, stored grains and houses, and significantly reduced farmer food security. Farmers coped with the cyclone by replanting crop fields, rebuilding homes with local materials, reducing consumption of staple foods, harvesting wild foods and finding temporary work to buy food. Informal social networks were critical for providing food and rebuilding houses. There is an urgent need for governments, donors, and development organizations to reduce the vulnerability of Malagasy smallholder farmers to cyclones by improving early warning systems, increasing farmer preparedness for cyclones, creating formal safety nets to help farmers access food and essential supplies following cyclones, and promoting the use of adaptation measures to enhance the resiliency of smallholder farmers to future climate shocks.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.ijdrr.2016.04.013.html,,,,
85007200813,Vulnerability to climate change and adaptation strategies of local communities in Malawi: Experiences of women fish-processing groups in the Lake Chilwa Basin,10.5194/esd-7-977-2016,2016,Earth System Dynamics,"Abstract. In recent years, research on climate change and human security has received much attention among policy makers and academia alike. Communities in the Global South that rely on an intact resource base and struggle with poverty, existing inequalities and historical injustices will especially be affected by predicted changes in temperature and precipitation. The objective of this article is to better understand under what conditions local communities can adapt to anticipated impacts of climate change. The empirical part of the paper answers the question as to what extent local women engaged in fish processing in the Chilwa Basin in Malawi have experienced climate change and how they are affected by it. The article assesses an adaptation project designed to make those women more resilient to a warmer and more variable climate. The research results show that marketing and improving fish processing as strategies to adapt to climate change have their limitations. The study concludes that livelihood diversification can be a more effective strategy for Malawian women to adapt to a more variable and unpredictable climate rather than exclusively relying on a resource base that is threatened by climate change.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.5194_esd-7-977-2016.html,,,,
85021266363,Adaptation to climate change: Historical evidence from the Indian monsoon,10.1017/s1355770x17000195,2017,Environment and Development Economics,"Abstract Estimating the potential impacts of climate change requires understanding the ability of agents to adapt to changes in their climate. This paper uses panel data from India spanning from 1956 to 1999 to investigate the ability of farmers to adapt. To identify adaptation, the author exploits persistent, multidecadal monsoon regimes during which droughts or floods are more common. These regimes generate medium-run variation in average rainfall, and there is spatial variation in the timing of the regimes. Using a fixed-effects strategy, she tests whether farmers have adapted to the medium-run rainfall variation induced by the monsoon regimes. The author finds evidence that farmers adjust their irrigation investments and their crop portfolios in response to the medium-run rainfall variation. However, adaptation only recovers a small fraction of the profits farmers have lost due to adverse climate variation.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1017_s1355770x17000195.pdf,,,,
85021273474,Climate change perceptions and local adaptation strategies of hazard-prone rural households in Bangladesh,10.1016/j.crm.2017.06.006,2017,Climate Risk Management,"Adaptation is a key strategy that can alleviate the severity of climate change impacts on agriculture and food production. Adaptation strategies are unlikely to be effective without an understanding of the farmers’ perceptions of climate change. This paper explores the local knowledge of adaptation in response to the perceived impacts of climate change and climatic hazards using a survey of 380 resource-poor riverbank erosion-prone households in Bangladesh. The results indicate that the respondents’ perceptions of changes in the climate and of extreme climatic events are similar to the observed climate data. Households have recognized the impacts on their livelihood and resources, resulting in an increased sense of vulnerability. To build resilience, households have undertaken a range of farming and non-farming adaptation strategies, which vary significantly among the farming groups. The important adaptation strategies include adopting new crop varieties, changing planting time, homestead gardening, planting trees and migration. Improved access to finance and to information about appropriate strategies appears to be crucial to support adaptation processes locally and thus to enhance the resilience of vulnerable households.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.crm.2017.06.006.pdf,,,,
85013106419,Examining adaptations to water stress among farming households in Sri Lanka’s dry zone,10.1007/s13280-017-0904-z,2017,Ambio,"Climate change is increasing water scarcity in Sri Lanka. Whether these changes will undermine national-level food security depends upon the ability of the small-scale farmers that dominate rice production and the institutions that support them to overcome the challenges presented by changing water availability. Analyzing household survey data, this research identifies household, institutional, and agroecological factors that influence how water-stressed farmers are working to adapt to changing conditions and how the strategies they employ impact rice yields. Paralleling studies conducted elsewhere, we identified institutional factors as particularly relevant in farmer adaptation decisions. Notably, our research identified farmers’ use of hybrid seed varietals as the only local climate adaptation strategy to positively correlate with farmers’ rice yields. These findings provide insight into additional factors pertinent to successful agricultural adaptation and offer encouraging evidence for policies that promote plant breeding and distribution in Sri Lanka as a means to buffer the food system to climate change-exacerbated drought.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1007_s13280-017-0904-z.pdf,,,,
85045218725,Livelihood resilience in the face of recurring floods: an empirical evidence from Northwest Ethiopia,10.1186/s40677-017-0074-0,2017,Geoenvironmental Disasters,"BackgroundThe recent trend of increasing incidents of floods in Ethiopia is disrupting the livelihoods of a significant proportion of the country’s population. This study assesses the factors that shape the resilience and the vulnerability of rural households in the face of recurring floods by taking the case of Dembia district of Northwest Ethiopia as one of the flood-prone areas in the country.ResultsThe data for the study were collected through a survey of 284 households, two focus group discussions, and 12 key informant interviews. Principal Component Analysis and simple linear regression were used for the analysis. The former served both for data reduction and identification of the dominant factors that explain resilience to recurring flood hazards while the latter was used to check the relationship between resilience and vulnerability. Findings indicate that access and use of livelihood resources such as size of farmlands, availability of farm oxen, credit as well as ability to draw help from social networks were found to be the most important factors that determine the resilience of households to floods. Similarly, the coping strategies employed by households were found to be constrained mainly by the scale and impact of the recent floods and lack or shortage of basic infrastructural and social facilities.ConclusionsThe results confirmed that most of the traditional coping strategies employed by households failed to effectively help households offset the impacts of flooding. Given the livelihood context of smallholder farming system in the studied area, context specific institutional interventions such as the integrated use of both safety nets and cargo nets may help communities to overcome livelihood predicaments associated with the recurrent flood disasters. This implies that policy should focus more on addressing the factors that expose people to flood disasters and shape their resilience, rather than focusing on short-term emergency responses which seems to be the norm in much of the flood affected areas in the country.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1186_s40677-017-0074-0.pdf,,,,
85059335580,Assessment of the use of Participatory Integrated Climate Services for Agriculture (PICSA) approach by farmers to manage climate risk in Mali and Senegal,10.1016/j.cliser.2018.07.003,2018,Climate Services,"Recently, a new approach to extension and climate information services, namely Participatory Integrated Climate Services for Agriculture (PICSA) has been developed. PICSA makes use of historical climate records, participatory decision-making tools and forecasts to help farmers identify and better plan livelihood options that are suited to local climate features and farmers’ own circumstances. This approach was implemented in 2016 in two sites in Senegal and Mali, with 57 and 47 farmers, respectively. At the end of the growing season, these farmers were surveyed to explore their perceptions on the use of the approach. In Senegal and Mali, respectively 97% and 76% of the respondents found the approach ‘very useful’. The approach enabled farmers to make strategic plans long before the season, based on their improved knowledge of local climate features. Moreover, evidence demonstrates that PICSA stimulated farmers to consider and then implement a range of innovations which included: (i) changes in timing of activities such as sowing dates, (ii) implementing soil and water management practices, (iii) selection of crop varieties, (iv) fertiliser management and (v) adaptation of plans for the season (farm size, etc.) to the actual resources available to them. The study also demonstrated the potential of farmer-to-farmer extension in scaling up the approach, which is of great interest especially in the current context of limited extension services in the West African region.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.cliser.2018.07.003.html,,,,
85071472998,Black Pearl Farming as an Adaptation to Coastal Climate Change,10.1007/978-3-319-70703-7_11,2018,Climate Change Management,"Namdrik Atoll is a low-lying atoll approximately 270 miles from Majuro, the capital of the Republic of Marshall Islands, linked only by infrequent boat and plane access. The population of some 500 people consists primarily of subsistence farmers and fishers with limited social or economic safety nets. The population is already facing impacts of climate change, particularly the salination of ground water, king tides, sea level rise, and storm surges. With a strong funding commitment from the US Agency for International Development (USAID), the community has recently revived the farming of black-lipped pearl oysters as a way to provide sustainable income to the farmers and the broader coastal community in order to increase resilience to climate change. During the most recent harvest, the farm harvested over 1000 pearls, with a retail value of US$40,000. Profits from the pearl farm will be re-invested back into the community through renovation of residences, procurement of water tanks and pumps, and other community development and climate change adaptation efforts. This paper will describe the strategies and results of the pearl farming efforts as a means of climate change adaptation, as well as the future prognosis.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1007_978-3-319-70703-7_11.html,,,,
85043245981,"Differences in climate change effects and adaptation strategies between male and female livestock entrepreneurs in nsukka agricultural zone of Enugu State, Nigeria",10.4314/jae.v22i1.10,2018,Journal of Agricultural Extension,"The study examined differences in climate change effects and adaptation strategies between male and female livestock entrepreneurs in Nsukka Agricultural Zone of Enugu State, Nigeria. It was conducted using 80 randomly selected livestock entrepreneurs. Data were collected using interview schedule. Descriptive statistics were used to analyze data. Fifty percent of the respondents were female. Males sourced more climate-related livestock information than females; recording 29.6% difference in feed formulation information; which is the most differed. Females were more affected by climate change than males, with the difference more on disruption of animal heat period due to high temperature (male 𝑋= 2.80; female 𝑋=3.50; difference in mean{dm} = -0.70). Male entrepreneurs differed from females in the adaptation strategies used in combating climate change and also on their view on effectiveness of adaptation strategies. Females were more constrained than male in adapting to climate change; with the variance more on lack of information facilities (male 𝑋= 2.28; female 𝑋= 2.60; dm = - 0.32). Males and females differed in their effects and adaptation strategies to climate change. Hence, government and extension should step in to booster productivity by addressing climate-related bottle neck faced by entrepreneurs in livestock production, especially those faced by female. Keywords: Gender, livestock, climate change, livestock entrepreneurs",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.4314_jae.v22i1.10.pdf,,,,
